Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,target_income_group,Transaction_ID_Z-Score,Transaction_Amount_Z-Score,Transaction_Type_Bill Payment,Transaction_Type_Investment,Transaction_Type_Loan Payment,Transaction_Type_Purchase
30,761,2023-01-02 05:00:00,552.0,Purchase,Low,-1.7111145507011227,-1.3450819020350784,0.0,0.0,0.0,1.0
31,261,2023-01-02 06:00:00,701.0,Purchase,Low,-1.7104220192537607,-1.241435730278204,0.0,0.0,0.0,1.0
33,483,2023-01-02 08:00:00,4060.0,Investment,High,-1.7090369563590364,1.0951246115428783,0.0,1.0,0.0,0.0
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,High,-1.7083444249116744,1.0638220764485204,1.0,0.0,0.0,0.0
35,321,2023-01-02 10:00:00,3369.0,Purchase,High,-1.7076518934643123,0.6144567948717359,0.0,0.0,0.0,1.0
36,846,2023-01-02 11:00:00,2961.0,Purchase,Medium,-1.7069593620169503,0.33064714334955614,0.0,0.0,0.0,1.0
37,201,2023-01-02 12:00:00,739.0,Loan Payment,Low,-1.7062668305695883,-1.215002478420746,0.0,0.0,1.0,0.0
38,222,2023-01-02 13:00:00,4509.0,Purchase,High,-1.7055742991222262,1.4074543505954733,0.0,0.0,0.0,1.0
39,152,2023-01-02 14:00:00,2565.0,Loan Payment,Medium,-1.704881767674864,0.055184834519205236,0.0,0.0,1.0,0.0
40,644,2023-01-02 15:00:00,1160.0,Purchase,Medium,-1.704189236227502,-0.9221498723157519,0.0,0.0,0.0,1.0
41,626,2023-01-02 16:00:00,1745.0,Investment,Medium,-1.70349670478014,-0.5152169160890971,0.0,1.0,0.0,0.0
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,Medium,-1.702804173332778,-1.000058404106154,1.0,0.0,0.0,0.0
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,Medium,-1.7021116418854159,0.3035182796011125,1.0,0.0,0.0,0.0
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,High,-1.7014191104380538,1.6446580054216087,1.0,0.0,0.0,0.0
45,793,2023-01-02 20:00:00,2550.0,Investment,Medium,-1.7007265789906916,0.04475065615441922,0.0,1.0,0.0,0.0
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,High,-1.7000340475433295,1.3483273398616857,0.0,0.0,1.0,0.0
47,995,2023-01-02 22:00:00,1252.0,Bill Payment,Medium,-1.6993415160959675,-0.8581535783450642,1.0,0.0,0.0,0.0
48,647,2023-01-02 23:00:00,782.0,Investment,Low,-1.6986489846486055,-1.1850911671083595,0.0,1.0,0.0,0.0
49,234,2023-01-03 00:00:00,1926.0,Investment,Medium,-1.6979564532012434,-0.38931116382067915,0.0,1.0,0.0,0.0
50,141,2023-01-03 01:00:00,3422.0,Purchase,High,-1.6972639217538812,0.6513242250939798,0.0,0.0,0.0,1.0
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,Medium,-1.6965713903065192,0.0162305686240041,0.0,0.0,1.0,0.0
52,498,2023-01-03 03:00:00,3450.0,Investment,High,-1.6958788588591571,0.6708013580415804,0.0,1.0,0.0,0.0
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,High,-1.695186327411795,0.7438406065950824,0.0,0.0,1.0,0.0
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,Medium,-1.694493795964433,-0.8783263231836506,1.0,0.0,0.0,0.0
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,Medium,-1.693801264517071,0.3167349055298414,1.0,0.0,0.0,0.0
56,504,2023-01-03 07:00:00,428.0,Bill Payment,Low,-1.6931087330697088,-1.4313377765173094,1.0,0.0,0.0,0.0
57,142,2023-01-03 08:00:00,3791.0,Purchase,High,-1.6924162016223467,0.9080050128677158,0.0,0.0,0.0,1.0
58,722,2023-01-03 09:00:00,4970.0,Purchase,High,-1.6917236701749847,1.7281314323398969,0.0,0.0,0.0,1.0
59,584,2023-01-03 10:00:00,798.0,Loan Payment,Low,-1.6910311387276227,-1.1739613768525878,0.0,0.0,1.0,0.0
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,Medium,-1.6903386072802606,-0.4206136989150372,0.0,0.0,1.0,0.0
61,539,2023-01-03 12:00:00,4600.0,Purchase,High,-1.6896460758328986,1.470755032675175,0.0,0.0,0.0,1.0
62,640,2023-01-03 13:00:00,2035.0,Investment,Medium,-1.6889535443855364,-0.3134894677032341,0.0,1.0,0.0,0.0
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,Medium,-1.6882610129381743,-0.020636861598239832,0.0,0.0,1.0,0.0
64,165,2023-01-03 15:00:00,4833.0,Loan Payment,High,-1.6875684814908123,1.6328326032748512,0.0,0.0,1.0,0.0
65,215,2023-01-03 16:00:00,570.0,Bill Payment,Low,-1.6868759500434503,-1.3325608879973352,1.0,0.0,0.0,0.0
66,71,2023-01-03 17:00:00,2661.0,Loan Payment,Medium,-1.6861834185960882,0.12196357605383576,0.0,0.0,1.0,0.0
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,High,-1.6854908871487262,0.9935652754589611,0.0,0.0,1.0,0.0
68,665,2023-01-03 19:00:00,549.0,Investment,Low,-1.684798355701364,-1.3471687377080357,0.0,1.0,0.0,0.0
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,High,-1.684105824254002,1.5855309946878213,0.0,0.0,1.0,0.0
70,90,2023-01-03 21:00:00,3146.0,Investment,High,-1.6834132928066399,0.459335343181917,0.0,1.0,0.0,0.0
71,772,2023-01-03 22:00:00,3299.0,Bill Payment,High,-1.6827207613592778,0.5657639625027344,1.0,0.0,0.0,0.0
72,874,2023-01-03 23:00:00,2620.0,Purchase,Medium,-1.6820282299119158,0.09344348852342063,0.0,0.0,0.0,1.0
73,228,2023-01-04 00:00:00,4922.0,Bill Payment,High,-1.6813356984645536,1.6947420615725817,1.0,0.0,0.0,0.0
74,79,2023-01-04 01:00:00,1954.0,Investment,Medium,-1.6806431670171915,-0.3698340308730786,0.0,1.0,0.0,0.0
75,608,2023-01-04 02:00:00,3155.0,Investment,High,-1.6799506355698295,0.46559585020078864,0.0,1.0,0.0,0.0
76,349,2023-01-04 03:00:00,2768.0,Loan Payment,Medium,-1.6792581041224675,0.19639404838930935,0.0,0.0,1.0,0.0
77,842,2023-01-04 04:00:00,3270.0,Loan Payment,High,-1.6785655726751054,0.5455912176641481,0.0,0.0,1.0,0.0
78,981,2023-01-04 05:00:00,4117.0,Purchase,High,-1.6778730412277434,1.1347744893290652,0.0,0.0,0.0,1.0
79,894,2023-01-04 06:00:00,1905.0,Investment,Medium,-1.6771805097803811,-0.4039190135313796,0.0,1.0,0.0,0.0
80,246,2023-01-04 07:00:00,2510.0,Investment,Medium,-1.676487978333019,0.016926180514989835,0.0,1.0,0.0,0.0
81,272,2023-01-04 08:00:00,2839.0,Bill Payment,Medium,-1.675795446885657,0.2457824926492965,1.0,0.0,0.0,0.0
82,403,2023-01-04 09:00:00,3883.0,Purchase,High,-1.675102915438295,0.9720013068384034,0.0,0.0,0.0,1.0
83,669,2023-01-04 10:00:00,57.0,Bill Payment,Low,-1.674410383990933,-1.689409788073017,1.0,0.0,0.0,0.0
84,116,2023-01-04 11:00:00,2374.0,Loan Payment,Medium,-1.673717852543571,-0.07767703665907007,0.0,0.0,1.0,0.0
85,435,2023-01-04 12:00:00,2266.0,Loan Payment,Medium,-1.6730253210962087,-0.1528031208855294,0.0,0.0,1.0,0.0
86,530,2023-01-04 13:00:00,4682.0,Bill Payment,High,-1.6723327896488467,1.5277952077360053,1.0,0.0,0.0,0.0
87,442,2023-01-04 14:00:00,763.0,Loan Payment,Low,-1.6716402582014847,-1.1983077930370885,0.0,0.0,1.0,0.0
88,172,2023-01-04 15:00:00,2812.0,Bill Payment,Medium,-1.6709477267541226,0.22700097159268168,1.0,0.0,0.0,0.0
89,16,2023-01-04 16:00:00,4659.0,Investment,High,-1.6702551953067606,1.5117961342433335,0.0,1.0,0.0,0.0
90,961,2023-01-04 17:00:00,3662.0,Investment,High,-1.6695626638593986,0.8182710789305561,0.0,1.0,0.0,0.0
91,752,2023-01-04 18:00:00,412.0,Loan Payment,Low,-1.6688701324120363,-1.4424675667730813,0.0,0.0,1.0,0.0
92,898,2023-01-04 19:00:00,2096.0,Purchase,Medium,-1.6681776009646743,-0.2710571423531043,0.0,0.0,0.0,1.0
93,56,2023-01-04 20:00:00,2237.0,Investment,Medium,-1.6674850695173122,-0.1729758657241157,0.0,1.0,0.0,0.0
94,591,2023-01-04 21:00:00,3420.0,Loan Payment,High,-1.6667925380699502,0.6499330013120083,0.0,0.0,1.0,0.0
95,103,2023-01-04 22:00:00,3000.0,Purchase,High,-1.6661000066225882,0.3577760070979998,0.0,0.0,0.0,1.0
96,284,2023-01-04 23:00:00,4653.0,Loan Payment,High,-1.665407475175226,1.507622462897419,0.0,0.0,1.0,0.0
97,705,2023-01-05 00:00:00,1159.0,Bill Payment,Medium,-1.6647149437278639,-0.9228454842067375,1.0,0.0,0.0,0.0
98,517,2023-01-05 01:00:00,72.0,Loan Payment,Low,-1.6640224122805019,-1.6789756097082311,0.0,0.0,1.0,0.0
99,618,2023-01-05 02:00:00,4949.0,Bill Payment,High,-1.6633298808331398,1.7135235826291964,1.0,0.0,0.0,0.0
100,278,2023-01-05 03:00:00,3163.0,Investment,High,-1.6626373493857778,0.4711607453286745,0.0,1.0,0.0,0.0
101,885,2023-01-05 04:00:00,1018.0,Investment,Medium,-1.6619448179384158,-1.0209267608357262,0.0,1.0,0.0,0.0
102,612,2023-01-05 05:00:00,2041.0,Loan Payment,Medium,-1.6612522864910535,-0.30931579635731965,0.0,0.0,1.0,0.0
103,750,2023-01-05 06:00:00,1332.0,Purchase,Medium,-1.6605597550436915,-0.8025046270662055,0.0,0.0,0.0,1.0
104,269,2023-01-05 07:00:00,2091.0,Loan Payment,Medium,-1.6598672235963294,-0.2745352018080329,0.0,0.0,1.0,0.0
105,833,2023-01-05 08:00:00,761.0,Loan Payment,Low,-1.6591746921489674,-1.19969901681906,0.0,0.0,1.0,0.0
106,400,2023-01-05 09:00:00,4154.0,Investment,High,-1.6584821607016054,1.1605121292955374,0.0,1.0,0.0,0.0
107,503,2023-01-05 10:00:00,667.0,Investment,Low,-1.6577896292542433,-1.265086534571719,0.0,1.0,0.0,0.0
108,86,2023-01-05 11:00:00,1670.0,Loan Payment,Medium,-1.657097097806881,-0.5673878079130272,0.0,0.0,1.0,0.0
109,320,2023-01-05 12:00:00,710.0,Investment,Low,-1.656404566359519,-1.2351752232593323,0.0,1.0,0.0,0.0
110,32,2023-01-05 13:00:00,1090.0,Bill Payment,Medium,-1.655712034912157,-0.9708427046847532,1.0,0.0,0.0,0.0
111,336,2023-01-05 14:00:00,2166.0,Loan Payment,Medium,-1.655019503464795,-0.22236430998410286,0.0,0.0,1.0,0.0
112,51,2023-01-05 15:00:00,1550.0,Investment,Medium,-1.654326972017433,-0.6508612348313153,0.0,1.0,0.0,0.0
113,79,2023-01-05 16:00:00,3042.0,Loan Payment,High,-1.653634440570071,0.3869917065194006,0.0,0.0,1.0,0.0
114,698,2023-01-05 17:00:00,1993.0,Investment,Medium,-1.6529419091227087,-0.34270516712463495,0.0,1.0,0.0,0.0
115,174,2023-01-05 18:00:00,324.0,Bill Payment,Low,-1.6522493776753466,-1.503681413179826,1.0,0.0,0.0,0.0
116,948,2023-01-05 19:00:00,3091.0,Bill Payment,High,-1.6515568462279846,0.42107668917770164,1.0,0.0,0.0,0.0
117,618,2023-01-05 20:00:00,4743.0,Loan Payment,High,-1.6508643147806226,1.570227533086135,0.0,0.0,1.0,0.0
118,501,2023-01-05 21:00:00,2324.0,Bill Payment,Medium,-1.6501717833332605,-0.11245763120835679,1.0,0.0,0.0,0.0
119,575,2023-01-05 22:00:00,2145.0,Bill Payment,Medium,-1.6494792518858985,-0.23697215969480329,1.0,0.0,0.0,0.0
120,76,2023-01-05 23:00:00,1659.0,Investment,Medium,-1.6487867204385362,-0.5750395387138703,0.0,1.0,0.0,0.0
121,316,2023-01-06 00:00:00,3229.0,Loan Payment,High,-1.6480941889911742,0.517071130133733,0.0,0.0,1.0,0.0
122,833,2023-01-06 01:00:00,3810.0,Investment,High,-1.6474016575438122,0.9212216387964448,0.0,1.0,0.0,0.0
123,373,2023-01-06 02:00:00,2488.0,Investment,Medium,-1.6467091260964501,0.0016227189133036746,0.0,1.0,0.0,0.0
124,81,2023-01-06 03:00:00,4077.0,Purchase,High,-1.6460165946490881,1.106950013689636,0.0,0.0,0.0,1.0
125,873,2023-01-06 04:00:00,1785.0,Bill Payment,Medium,-1.6453240632017259,-0.48739244044966773,1.0,0.0,0.0,0.0
126,640,2023-01-06 05:00:00,1976.0,Investment,Medium,-1.6446315317543638,-0.3545305692713924,0.0,1.0,0.0,0.0
127,695,2023-01-06 06:00:00,1777.0,Investment,Medium,-1.6439390003070018,-0.4929573355775536,0.0,1.0,0.0,0.0
128,755,2023-01-06 07:00:00,3825.0,Investment,High,-1.6432464688596398,0.9316558171612308,0.0,1.0,0.0,0.0
129,697,2023-01-06 08:00:00,251.0,Bill Payment,Low,-1.6425539374122777,-1.5544610812217845,1.0,0.0,0.0,0.0
130,732,2023-01-06 09:00:00,4807.0,Bill Payment,High,-1.6418614059649157,1.6147466941092221,1.0,0.0,0.0,0.0
131,71,2023-01-06 10:00:00,2959.0,Bill Payment,Medium,-1.6411688745175534,0.32925591956758465,1.0,0.0,0.0,0.0
132,969,2023-01-06 11:00:00,4846.0,Loan Payment,High,-1.6404763430701914,1.6418755578576658,0.0,0.0,1.0,0.0
133,854,2023-01-06 12:00:00,4886.0,Investment,High,-1.6397838116228294,1.669700033497095,0.0,1.0,0.0,0.0
134,666,2023-01-06 13:00:00,2266.0,Bill Payment,Medium,-1.6390912801754673,-0.1528031208855294,1.0,0.0,0.0,0.0
135,757,2023-01-06 14:00:00,4121.0,Investment,High,-1.6383987487281053,1.1375569368930083,0.0,1.0,0.0,0.0
136,652,2023-01-06 15:00:00,3378.0,Loan Payment,High,-1.6377062172807433,0.6207173018906075,0.0,0.0,1.0,0.0
137,71,2023-01-06 16:00:00,376.0,Purchase,Low,-1.637013685833381,-1.4675095948485677,0.0,0.0,0.0,1.0
138,46,2023-01-06 17:00:00,2837.0,Loan Payment,Medium,-1.636321154386019,0.24439126886732504,0.0,0.0,1.0,0.0
139,47,2023-01-06 18:00:00,1262.0,Bill Payment,Medium,-1.635628622938657,-0.8511974594352069,1.0,0.0,0.0,0.0
140,591,2023-01-06 19:00:00,2497.0,Bill Payment,Medium,-1.634936091491295,0.007883225932175286,1.0,0.0,0.0,0.0
141,422,2023-01-06 20:00:00,4795.0,Loan Payment,High,-1.634243560043933,1.6063993514173933,0.0,0.0,1.0,0.0
142,149,2023-01-06 21:00:00,3613.0,Investment,High,-1.6335510285965709,0.7841860962722551,0.0,1.0,0.0,0.0
143,910,2023-01-06 22:00:00,3531.0,Bill Payment,High,-1.6328584971492086,0.7271459212114249,1.0,0.0,0.0,0.0
144,130,2023-01-06 23:00:00,4952.0,Bill Payment,High,-1.6321659657018466,1.7156104183021537,1.0,0.0,0.0,0.0
145,456,2023-01-07 00:00:00,4527.0,Loan Payment,High,-1.6314734342544845,1.4199753646332165,0.0,0.0,1.0,0.0
146,639,2023-01-07 01:00:00,1653.0,Investment,Medium,-1.6307809028071225,-0.5792132100597847,0.0,1.0,0.0,0.0
147,877,2023-01-07 02:00:00,1222.0,Loan Payment,Medium,-1.6300883713597605,-0.8790219350746363,0.0,0.0,1.0,0.0
148,631,2023-01-07 03:00:00,4713.0,Loan Payment,High,-1.6293958399123982,1.549359176356563,0.0,0.0,1.0,0.0
149,966,2023-01-07 04:00:00,29.0,Investment,Low,-1.6287033084650362,-1.7088869210206177,0.0,1.0,0.0,0.0
150,997,2023-01-07 05:00:00,685.0,Investment,Low,-1.6280107770176742,-1.2525655205339756,0.0,1.0,0.0,0.0
151,869,2023-01-07 06:00:00,4487.0,Purchase,High,-1.6273182455703121,1.392150888993787,0.0,0.0,0.0,1.0
152,505,2023-01-07 07:00:00,618.0,Loan Payment,Low,-1.62662571412295,-1.29917151723002,0.0,0.0,1.0,0.0
153,929,2023-01-07 08:00:00,71.0,Investment,Low,-1.625933182675588,-1.6796712215992167,0.0,1.0,0.0,0.0
154,774,2023-01-07 09:00:00,1275.0,Bill Payment,Medium,-1.6252406512282258,-0.8421545048523923,1.0,0.0,0.0,0.0
155,244,2023-01-07 10:00:00,2295.0,Purchase,Medium,-1.6245481197808638,-0.13263037604694308,0.0,0.0,0.0,1.0
156,474,2023-01-07 11:00:00,1164.0,Loan Payment,Medium,-1.6238555883335017,-0.9193674247518089,0.0,0.0,1.0,0.0
157,382,2023-01-07 12:00:00,1638.0,Investment,Medium,-1.6231630568861397,-0.5896473884245707,0.0,1.0,0.0,0.0
158,103,2023-01-07 13:00:00,1636.0,Purchase,Medium,-1.6224705254387777,-0.5910386122065422,0.0,0.0,0.0,1.0
159,489,2023-01-07 14:00:00,3726.0,Purchase,High,-1.6217779939914156,0.862790239953643,0.0,0.0,0.0,1.0
160,37,2023-01-07 15:00:00,1452.0,Bill Payment,Medium,-1.6210854625440534,-0.7190312001479173,1.0,0.0,0.0,0.0
161,654,2023-01-07 16:00:00,1663.0,Purchase,Medium,-1.6203929310966914,-0.5722570911499273,0.0,0.0,0.0,1.0
162,549,2023-01-07 17:00:00,2512.0,Loan Payment,Medium,-1.6197003996493293,0.018317404296961305,0.0,0.0,1.0,0.0
163,520,2023-01-07 18:00:00,3279.0,Investment,High,-1.6190078682019673,0.5518517246830197,0.0,1.0,0.0,0.0
164,743,2023-01-07 19:00:00,291.0,Purchase,Low,-1.6183153367546053,-1.5266366055823553,0.0,0.0,0.0,1.0
165,333,2023-01-07 20:00:00,4991.0,Purchase,High,-1.6176228053072432,1.7427392820505974,0.0,0.0,0.0,1.0
166,397,2023-01-07 21:00:00,1034.0,Loan Payment,Medium,-1.616930273859881,-1.0097969705799543,0.0,0.0,1.0,0.0
167,296,2023-01-07 22:00:00,4828.0,Bill Payment,High,-1.616237742412519,1.6293545438199226,1.0,0.0,0.0,0.0
168,107,2023-01-07 23:00:00,3413.0,Bill Payment,High,-1.615545210965157,0.6450637180751081,1.0,0.0,0.0,0.0
169,860,2023-01-08 00:00:00,1245.0,Investment,Medium,-1.6148526795177949,-0.8630228615819644,0.0,1.0,0.0,0.0
170,954,2023-01-08 01:00:00,4192.0,Loan Payment,High,-1.6141601480704328,1.1869453811529953,0.0,0.0,1.0,0.0
171,530,2023-01-08 02:00:00,4770.0,Bill Payment,High,-1.6134676166230706,1.58900905414275,1.0,0.0,0.0,0.0
172,825,2023-01-08 03:00:00,4967.0,Investment,High,-1.6127750851757086,1.7260445966669395,0.0,1.0,0.0,0.0
173,83,2023-01-08 04:00:00,795.0,Investment,Low,-1.6120825537283465,-1.176048212525545,0.0,1.0,0.0,0.0
174,934,2023-01-08 05:00:00,3327.0,Bill Payment,High,-1.6113900222809845,0.585241095450335,1.0,0.0,0.0,0.0
175,288,2023-01-08 06:00:00,1677.0,Loan Payment,Medium,-1.6106974908336225,-0.5625185246761271,0.0,0.0,1.0,0.0
176,982,2023-01-08 07:00:00,3018.0,Purchase,High,-1.6100049593862604,0.370297021135743,0.0,0.0,0.0,1.0
177,706,2023-01-08 08:00:00,3204.0,Bill Payment,High,-1.6093124279388982,0.4996808328590896,1.0,0.0,0.0,0.0
178,461,2023-01-08 09:00:00,4799.0,Purchase,High,-1.6086198964915361,1.6091817989813362,0.0,0.0,0.0,1.0
179,215,2023-01-08 10:00:00,3785.0,Purchase,High,-1.607927365044174,0.9038313415218014,0.0,0.0,0.0,1.0
180,281,2023-01-08 11:00:00,2456.0,Loan Payment,Medium,-1.607234833596812,-0.020636861598239832,0.0,0.0,1.0,0.0
181,732,2023-01-08 12:00:00,3800.0,Loan Payment,High,-1.60654230214945,0.9142655198865874,0.0,0.0,1.0,0.0
182,954,2023-01-08 13:00:00,543.0,Investment,Low,-1.605849770702088,-1.35134240905395,0.0,1.0,0.0,0.0
183,459,2023-01-08 14:00:00,411.0,Loan Payment,Low,-1.6051572392547258,-1.443163178664067,0.0,0.0,1.0,0.0
184,801,2023-01-08 15:00:00,3673.0,Investment,High,-1.6044647078073637,0.8259228097313991,0.0,1.0,0.0,0.0
185,344,2023-01-08 16:00:00,139.0,Bill Payment,Low,-1.6037721763600017,-1.6323696130121867,1.0,0.0,0.0,0.0
186,194,2023-01-08 17:00:00,2349.0,Purchase,Medium,-1.6030796449126397,-0.09506733393371343,0.0,0.0,0.0,1.0
187,158,2023-01-08 18:00:00,4381.0,Loan Payment,High,-1.6023871134652776,1.3184160285492992,0.0,0.0,1.0,0.0
188,465,2023-01-08 19:00:00,2969.0,Bill Payment,Medium,-1.6016945820179156,0.336212038477442,1.0,0.0,0.0,0.0
189,104,2023-01-08 20:00:00,1868.0,Investment,Medium,-1.6010020505705533,-0.42965665349785176,0.0,1.0,0.0,0.0
190,34,2023-01-08 21:00:00,2983.0,Loan Payment,Medium,-1.6003095191231913,0.3459506049512423,0.0,0.0,1.0,0.0
191,102,2023-01-08 22:00:00,4160.0,Purchase,High,-1.5996169876758293,1.1646858006414518,0.0,0.0,0.0,1.0
192,639,2023-01-08 23:00:00,3659.0,Bill Payment,High,-1.5989244562284672,0.8161842432575989,1.0,0.0,0.0,0.0
193,726,2023-01-09 00:00:00,2796.0,Loan Payment,Medium,-1.5982319247811052,0.2158711813369099,0.0,0.0,1.0,0.0
194,325,2023-01-09 01:00:00,3107.0,Loan Payment,High,-1.597539393333743,0.43220647943347335,0.0,0.0,1.0,0.0
195,944,2023-01-09 02:00:00,3522.0,Bill Payment,High,-1.596846861886381,0.7208854141925533,1.0,0.0,0.0,0.0
196,808,2023-01-09 03:00:00,4870.0,Investment,High,-1.5961543304390189,1.6585702432413234,0.0,1.0,0.0,0.0
197,691,2023-01-09 04:00:00,1230.0,Investment,Medium,-1.5954617989916569,-0.8734570399467504,0.0,1.0,0.0,0.0
198,592,2023-01-09 05:00:00,651.0,Loan Payment,Low,-1.5947692675442948,-1.2762163248274907,0.0,0.0,1.0,0.0
199,141,2023-01-09 06:00:00,3324.0,Investment,High,-1.5940767360969328,0.5831542597773778,0.0,1.0,0.0,0.0
200,474,2023-01-09 07:00:00,733.0,Investment,Low,-1.5933842046495705,-1.2191761497666604,0.0,1.0,0.0,0.0
201,31,2023-01-09 08:00:00,4907.0,Bill Payment,High,-1.5926916732022085,1.6843078832077956,1.0,0.0,0.0,0.0
202,884,2023-01-09 09:00:00,747.0,Investment,Low,-1.5919991417548465,-1.20943758329286,0.0,1.0,0.0,0.0
203,935,2023-01-09 10:00:00,4863.0,Investment,High,-1.5913066103074844,1.6537009600044232,0.0,1.0,0.0,0.0
204,63,2023-01-09 11:00:00,1309.0,Bill Payment,Medium,-1.5906140788601224,-0.8185037005588773,1.0,0.0,0.0,0.0
205,560,2023-01-09 12:00:00,3490.0,Loan Payment,High,-1.5899215474127604,0.6986258336810097,0.0,0.0,1.0,0.0
206,87,2023-01-09 13:00:00,349.0,Loan Payment,Low,-1.5892290159653981,-1.4862911159051826,0.0,0.0,1.0,0.0
207,304,2023-01-09 14:00:00,162.0,Bill Payment,Low,-1.588536484518036,-1.616370539519515,1.0,0.0,0.0,0.0
208,61,2023-01-09 15:00:00,1431.0,Purchase,Medium,-1.587843953070674,-0.7336390498586177,0.0,0.0,0.0,1.0
209,396,2023-01-09 16:00:00,3061.0,Bill Payment,High,-1.587151421623312,0.4002083324481296,1.0,0.0,0.0,0.0
210,334,2023-01-09 17:00:00,436.0,Purchase,Low,-1.58645889017595,-1.4257728813894237,0.0,0.0,0.0,1.0
211,952,2023-01-09 18:00:00,3568.0,Investment,High,-1.585766358728588,0.752883561177897,0.0,1.0,0.0,0.0
